Time	Waarde	Status	Kwaliteit	Reason	Status	Suppression Type
16-5-2024 14:25:18.969	5	Normal	Goed	Huidige Data	Valid; Time Substituted	None
16-5-2024 6:46:54.969	5	Normal	Goed	Huidige Data	Valid	None
29-4-2024 9:56:50.362	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
29-4-2024 9:45:57.519	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
9-4-2024 14:25:18.710	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
9-4-2024 13:14:36.566	1	Normal	Goed	Huidige Data	Valid	None
9-4-2024 12:00:13.866	3	Normal	Goed	Huidige Data	Valid	None
30-3-2024 1:25:18.766	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
29-3-2024 13:27:08.010	1	Normal	Goed	Huidige Data	Valid	None
29-3-2024 13:26:32.560	2	Normal	Goed	Huidige Data	Valid	None
29-3-2024 13:25:22.860	4	Normal	Goed	Huidige Data	Valid	None
29-3-2024 13:25:19.110	3	Normal	Goed	Huidige Data	Valid	None
12-3-2024 1:25:18.660	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
11-3-2024 18:11:36.310	1	Normal	Goed	Huidige Data	Valid	None
11-3-2024 18:11:02.059	2	Normal	Goed	Huidige Data	Valid	None
8-3-2024 13:25:18.722	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
8-3-2024 7:02:15.452	1	Normal	Goed	Huidige Data	Valid	None
8-3-2024 1:25:19.106	5	Normal	Goed	Huidige Data	Valid; Time Substituted	None
7-3-2024 19:22:08.667	5	Normal	Goed	Huidige Data	Valid	None
2-3-2024 1:25:19.045	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
1-3-2024 18:09:54.447	1	Normal	Goed	Huidige Data	Valid	None
29-2-2024 13:25:18.848	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
29-2-2024 9:57:53.864	2	Normal	Goed	Huidige Data	Valid	None
29-2-2024 8:00:03.765	1	Normal	Goed	Huidige Data	Valid	None
29-2-2024 1:53:26.313	2	Normal	Goed	Huidige Data	Valid	None
29-2-2024 1:25:18.781	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
28-2-2024 23:54:18.263	1	Normal	Goed	Huidige Data	Valid	None
28-2-2024 17:50:37.566	2	Normal	Goed	Huidige Data	Valid	None
28-2-2024 15:50:59.416	1	Normal	Goed	Huidige Data	Valid	None
28-2-2024 13:25:18.763	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
28-2-2024 8:08:19.482	2	Normal	Goed	Huidige Data	Valid	None
28-2-2024 6:17:02.382	1	Normal	Goed	Huidige Data	Valid	None
27-2-2024 1:25:19.038	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
26-2-2024 16:35:30.513	2	Normal	Goed	Huidige Data	Valid	None
26-2-2024 15:27:35.569	1	Normal	Goed	Huidige Data	Valid	None
26-2-2024 14:22:12.269	5	Normal	Goed	Huidige Data	Valid	None
26-2-2024 14:20:12.169	4	Normal	Goed	Huidige Data	Valid	None
26-2-2024 14:20:04.869	3	Normal	Goed	Huidige Data	Valid	None
25-2-2024 13:25:18.791	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
25-2-2024 6:26:45.934	1	Normal	Goed	Huidige Data	Valid	None
25-2-2024 1:25:18.788	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
24-2-2024 14:01:55.815	2	Normal	Goed	Huidige Data	Valid	None
21-2-2024 7:36:58.069	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
21-2-2024 7:23:50.113	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
16-2-2024 1:25:18.803	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
16-2-2024 0:37:50.970	1	Normal	Goed	Huidige Data	Valid	None
10-2-2024 13:25:18.718	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
10-2-2024 9:01:12.916	2	Normal	Goed	Huidige Data	Valid	None
10-2-2024 9:01:12.466	1	Normal	Goed	Huidige Data	Valid	None
10-2-2024 9:00:43.504	5	Normal	Goed	Huidige Data	Valid; Time Substituted	None
10-2-2024 8:54:42.716	5	Normal	Goed	Huidige Data	Valid	None
10-2-2024 4:49:55.666	1	Normal	Goed	Huidige Data	Valid	None
9-2-2024 13:25:18.740	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
9-2-2024 3:08:07.808	2	Normal	Goed	Huidige Data	Valid	None
8-2-2024 1:25:19.094	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
7-2-2024 18:28:35.472	1	Normal	Goed	Huidige Data	Valid	None
7-2-2024 13:25:18.649	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
7-2-2024 5:21:56.647	2	Normal	Goed	Huidige Data	Valid	None
27-1-2024 16:48:59.909	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
15-1-2024 11:27:35.355	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
15-1-2024 11:15:23.085	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
11-1-2024 11:26:02.266	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
11-1-2024 10:36:09.955	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
11-1-2024 10:00:42.899	1	Normal	Goed	Huidige Data	Valid	None
11-1-2024 10:00:38.199	3	Normal	Goed	Huidige Data	Valid	None
10-1-2024 1:25:19.293	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
10-1-2024 0:32:07.344	1	Normal	Goed	Huidige Data	Valid	None
2-1-2024 13:25:19.006	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
2-1-2024 7:34:56.439	2	Normal	Goed	Huidige Data	Valid	None
31-12-2023 13:25:19.165	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
31-12-2023 11:35:03.290	1	Normal	Goed	Huidige Data	Valid	None
28-12-2023 1:25:18.970	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
27-12-2023 13:52:02.468	2	Normal	Goed	Huidige Data	Valid	None
27-12-2023 13:25:52.918	1	Normal	Goed	Huidige Data	Valid	None
27-12-2023 13:25:18.900	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
27-12-2023 12:46:35.568	2	Normal	Goed	Huidige Data	Valid	None
27-12-2023 12:08:22.919	1	Normal	Goed	Huidige Data	Valid	None
27-12-2023 11:29:11.518	2	Normal	Goed	Huidige Data	Valid	None
27-12-2023 11:01:11.793	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
27-12-2023 10:50:34.886	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
27-12-2023 10:49:55.135	1	Normal	Goed	Huidige Data	Valid	None
26-12-2023 15:41:44.744	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
23-12-2023 13:25:18.990	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
23-12-2023 9:41:41.149	2	Normal	Goed	Huidige Data	Valid	None
23-12-2023 9:36:54.349	1	Normal	Goed	Huidige Data	Valid	None
23-12-2023 9:17:14.649	2	Normal	Goed	Huidige Data	Valid	None
23-12-2023 1:25:19.089	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
22-12-2023 13:45:27.598	1	Normal	Goed	Huidige Data	Valid	None
22-12-2023 10:41:28.520	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
22-12-2023 7:43:03.498	2	Normal	Goed	Huidige Data	Valid	None
22-12-2023 7:42:48.148	1	Normal	Goed	Huidige Data	Valid	None
22-12-2023 7:28:31.698	2	Normal	Goed	Huidige Data	Valid	None
22-12-2023 5:16:49.698	1	Normal	Goed	Huidige Data	Valid	None
22-12-2023 1:25:19.251	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
21-12-2023 21:27:20.070	2	Normal	Goed	Huidige Data	Valid	None
5-12-2023 13:25:19.097	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
5-12-2023 11:27:37.778	1	Normal	Goed	Huidige Data	Valid	None
5-12-2023 11:27:34.728	3	Normal	Goed	Huidige Data	Valid	None
5-12-2023 11:27:33.528	1	Normal	Goed	Huidige Data	Valid	None
5-12-2023 9:05:21.128	3	Normal	Goed	Huidige Data	Valid	None
4-12-2023 9:25:51.594	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
4-12-2023 9:14:27.783	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
29-11-2023 20:16:34.803	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
29-11-2023 15:44:25.520	1	Normal	Goed	Huidige Data	Valid	None
29-11-2023 13:25:18.874	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
29-11-2023 9:32:39.558	2	Normal	Goed	Huidige Data	Valid	None
29-11-2023 1:25:18.945	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
28-11-2023 16:57:29.549	1	Normal	Goed	Huidige Data	Valid	None
28-11-2023 13:25:19.246	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
28-11-2023 13:13:44.563	2	Normal	Goed	Huidige Data	Valid	None
28-11-2023 9:17:57.563	1	Normal	Goed	Huidige Data	Valid	None
28-11-2023 1:25:18.878	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
27-11-2023 22:46:39.262	2	Normal	Goed	Huidige Data	Valid	None
17-11-2023 0:03:33.499	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
16-11-2023 20:06:46.410	1	Normal	Goed	Huidige Data	Valid	None
16-11-2023 13:25:19.249	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
16-11-2023 6:00:09.658	2	Normal	Goed	Huidige Data	Valid	None
16-11-2023 1:25:19.236	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
15-11-2023 14:10:37.312	1	Normal	Goed	Huidige Data	Valid	None
15-11-2023 13:55:43.912	2	Normal	Goed	Huidige Data	Valid	None
29-10-2023 21:52:28.526	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
28-10-2023 2:25:19.092	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
27-10-2023 22:41:22.459	1	Normal	Goed	Huidige Data	Valid	None
27-10-2023 14:25:18.850	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
27-10-2023 9:49:42.424	2	Normal	Goed	Huidige Data	Valid	None
14-10-2023 14:25:19.125	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
14-10-2023 8:13:16.680	1	Normal	Goed	Huidige Data	Valid	None
14-10-2023 3:52:21.288	2	Normal	Goed	Huidige Data	Valid	None
4-10-2023 8:29:28.311	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
27-9-2023 14:25:19.178	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
27-9-2023 8:02:33.082	1	Normal	Goed	Huidige Data	Valid	None
27-9-2023 8:00:49.032	5	Normal	Goed	Huidige Data	Valid	None
26-9-2023 14:25:18.924	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
26-9-2023 14:08:04.804	1	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:55:29.554	5	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:53:29.604	4	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:53:28.054	3	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:45:42.854	1	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:45:27.954	2	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:44:47.754	4	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:44:39.554	3	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:43:38.404	1	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:06:02.554	5	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:04:02.654	4	Normal	Goed	Huidige Data	Valid	None
26-9-2023 12:57:47.004	3	Normal	Goed	Huidige Data	Valid	None
14-9-2023 11:49:40.522	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
14-9-2023 11:36:49.136	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
2-9-2023 2:25:19.242	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
1-9-2023 14:29:46.061	1	Normal	Goed	Huidige Data	Valid	None
1-9-2023 14:28:23.311	5	Normal	Goed	Huidige Data	Valid	None
1-9-2023 14:26:23.261	4	Normal	Goed	Huidige Data	Valid	None
1-9-2023 14:25:17.811	3	Normal	Goed	Huidige Data	Valid	None
2-8-2023 13:20:28.329	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
25-7-2023 6:47:08.756	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
25-7-2023 6:40:56.420	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
18-7-2023 14:25:19.245	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
18-7-2023 10:34:09.130	1	Normal	Goed	Huidige Data	Valid	None
18-7-2023 10:24:44.580	5	Normal	Goed	Huidige Data	Valid	None
28-6-2023 14:25:18.912	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
28-6-2023 12:04:11.944	1	Normal	Goed	Huidige Data	Valid	None
28-6-2023 10:55:00.694	5	Normal	Goed	Huidige Data	Valid	None
28-6-2023 10:53:00.594	4	Normal	Goed	Huidige Data	Valid	None
28-6-2023 10:49:00.344	3	Normal	Goed	Huidige Data	Valid	None
15-6-2023 23:09:08.260	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
15-6-2023 14:36:17.468	1	Normal	Goed	Huidige Data	Valid	None
15-6-2023 14:25:18.901	5	Normal	Goed	Huidige Data	Valid; Time Substituted	None
15-6-2023 14:08:49.725	5	Normal	Goed	Huidige Data	Valid	None
15-6-2023 14:06:50.075	4	Normal	Goed	Huidige Data	Valid	None
15-6-2023 14:06:35.075	3	Normal	Goed	Huidige Data	Valid	None
25-5-2023 14:25:19.001	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
25-5-2023 10:53:22.280	1	Normal	Goed	Huidige Data	Valid	None
25-5-2023 10:45:54.380	2	Normal	Goed	Huidige Data	Valid	None
17-5-2023 14:25:19.314	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
17-5-2023 13:14:24.883	1	Normal	Goed	Huidige Data	Valid	None
17-5-2023 13:14:23.783	2	Normal	Goed	Huidige Data	Valid	None
17-5-2023 13:13:45.333	4	Normal	Goed	Huidige Data	Valid	None
17-5-2023 13:09:14.383	3	Normal	Goed	Huidige Data	Valid	None
17-5-2023 13:07:16.383	1	Normal	Goed	Huidige Data	Valid	None
17-5-2023 6:26:57.633	5	Normal	Goed	Huidige Data	Valid	None
2-5-2023 2:25:19.340	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
1-5-2023 14:54:46.468	1	Normal	Goed	Huidige Data	Valid	None
1-5-2023 14:52:29.718	2	Normal	Goed	Huidige Data	Valid	None
1-5-2023 14:25:19.288	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
1-5-2023 12:20:08.915	1	Normal	Goed	Huidige Data	Valid	None
1-5-2023 12:18:33.665	2	Normal	Goed	Huidige Data	Valid	None
1-5-2023 11:33:34.665	1	Normal	Goed	Huidige Data	Valid	None
1-5-2023 11:33:07.915	3	Normal	Goed	Huidige Data	Valid	None
22-4-2023 18:36:04.255	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
22-4-2023 18:04:19.796	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
26-3-2023 1:25:19.280	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
25-3-2023 15:50:18.382	1	Normal	Goed	Huidige Data	Valid	None
25-3-2023 14:39:26.432	2	Normal	Goed	Huidige Data	Valid	None
25-3-2023 13:25:19.277	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
25-3-2023 12:30:54.387	1	Normal	Goed	Huidige Data	Valid	None
25-3-2023 10:46:02.536	2	Normal	Goed	Huidige Data	Valid	None
25-3-2023 9:09:42.336	1	Normal	Goed	Huidige Data	Valid	None
25-3-2023 6:57:05.536	2	Normal	Goed	Huidige Data	Valid	None
25-3-2023 5:01:09.486	1	Normal	Goed	Huidige Data	Valid	None
25-3-2023 3:13:32.536	2	Normal	Goed	Huidige Data	Valid	None
25-3-2023 1:25:19.174	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
25-3-2023 1:14:47.296	1	Normal	Goed	Huidige Data	Valid	None
24-3-2023 23:36:16.446	2	Normal	Goed	Huidige Data	Valid	None
24-3-2023 21:26:08.776	1	Normal	Goed	Huidige Data	Valid	None
24-3-2023 19:31:19.726	2	Normal	Goed	Huidige Data	Valid	None
16-3-2023 1:25:19.024	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
15-3-2023 13:47:06.933	1	Normal	Goed	Huidige Data	Valid	None
15-3-2023 13:42:41.633	5	Normal	Goed	Huidige Data	Valid	None
13-3-2023 13:25:19.173	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
13-3-2023 8:32:15.923	1	Normal	Goed	Huidige Data	Valid	None
13-3-2023 1:25:19.077	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
12-3-2023 16:37:09.202	2	Normal	Goed	Huidige Data	Valid	None
11-3-2023 13:25:19.235	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
11-3-2023 6:02:46.638	1	Normal	Goed	Huidige Data	Valid	None
10-3-2023 1:25:18.978	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
9-3-2023 20:32:35.484	2	Normal	Goed	Huidige Data	Valid	None
6-3-2023 6:47:54.076	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
6-3-2023 6:40:04.140	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
15-2-2023 1:25:18.981	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
14-2-2023 21:34:06.763	1	Normal	Goed	Huidige Data	Valid	None
14-2-2023 19:45:59.763	2	Normal	Goed	Huidige Data	Valid	None
24-1-2023 6:54:52.043	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
24-1-2023 6:47:30.657	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
21-1-2023 8:45:53.078	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
21-1-2023 5:34:37.820	1	Normal	Goed	Huidige Data	Valid	None
21-1-2023 1:25:19.238	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
20-1-2023 19:28:10.056	2	Normal	Goed	Huidige Data	Valid	None
20-1-2023 15:28:26.006	1	Normal	Goed	Huidige Data	Valid	None
20-1-2023 14:23:35.863	2	Normal	Goed	Huidige Data	Valid	None
20-1-2023 14:07:52.363	1	Normal	Goed	Huidige Data	Valid	None
20-1-2023 1:25:19.168	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
19-1-2023 19:36:00.230	2	Normal	Goed	Huidige Data	Valid	None
19-1-2023 17:16:25.180	1	Normal	Goed	Huidige Data	Valid	None
19-1-2023 15:06:57.180	2	Normal	Goed	Huidige Data	Valid	None
19-1-2023 13:28:00.490	1	Normal	Goed	Huidige Data	Valid	None
18-1-2023 1:25:18.997	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
17-1-2023 15:10:29.154	2	Normal	Goed	Huidige Data	Valid	None
17-1-2023 15:00:15.054	1	Normal	Goed	Huidige Data	Valid	None
17-1-2023 1:25:19.038	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
16-1-2023 17:54:42.273	2	Normal	Goed	Huidige Data	Valid	None
16-1-2023 16:56:10.173	1	Normal	Goed	Huidige Data	Valid	None
16-1-2023 14:51:51.223	2	Normal	Goed	Huidige Data	Valid	None
