Time	Waarde	Status	Kwaliteit	Reason	Status	Suppression Type
7-11-2023 13:47:50.408	4	Normal	Goed	Huidige Data	Valid	None
7-11-2023 13:47:27.708	3	Normal	Goed	Huidige Data	Valid	None
29-10-2023 21:52:22.729	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
4-10-2023 8:29:22.518	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
2-10-2023 14:25:13.069	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
2-10-2023 12:07:43.838	1	Normal	Goed	Huidige Data	Valid	None
2-10-2023 11:05:12.488	5	Normal	Goed	Huidige Data	Valid	None
2-10-2023 11:03:13.138	4	Normal	Goed	Huidige Data	Valid	None
2-10-2023 11:03:11.238	3	Normal	Goed	Huidige Data	Valid	None
27-9-2023 14:25:13.381	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
27-9-2023 8:58:58.082	1	Normal	Goed	Huidige Data	Valid	None
27-9-2023 8:52:44.482	5	Normal	Goed	Huidige Data	Valid	None
27-9-2023 8:50:45.082	4	Normal	Goed	Huidige Data	Valid	None
27-9-2023 8:50:19.332	3	Normal	Goed	Huidige Data	Valid	None
27-9-2023 8:02:33.082	1	Normal	Goed	Huidige Data	Valid	None
27-9-2023 8:00:49.032	5	Normal	Goed	Huidige Data	Valid	None
26-9-2023 14:25:13.127	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
26-9-2023 14:08:04.804	1	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:49:03.554	5	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:47:04.204	4	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:47:02.504	3	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:45:38.404	1	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:45:23.504	2	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:43:51.704	4	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:43:48.704	3	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:41:22.454	1	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:06:01.554	5	Normal	Goed	Huidige Data	Valid	None
26-9-2023 13:04:02.154	4	Normal	Goed	Huidige Data	Valid	None
26-9-2023 12:57:46.454	3	Normal	Goed	Huidige Data	Valid	None
14-9-2023 11:49:34.709	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
14-9-2023 11:36:43.339	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
2-9-2023 2:25:13.445	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
