Time	Waarde	Status	Kwaliteit	Reason	Status	Suppression Type
12-1-2023 14:13:05.396	1	Normal	Goed	Huidige Data	Valid	None
2-1-2023 13:25:02.640	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
2-1-2023 9:12:46.486	3	Normal	Goed	Huidige Data	Valid	None
2-1-2023 9:08:28.786	1	Normal	Goed	Huidige Data	Valid	None
2-1-2023 8:40:19.936	3	Normal	Goed	Huidige Data	Valid	None
2-1-2023 8:23:13.036	1	Normal	Goed	Huidige Data	Valid	None
2-1-2023 1:25:02.335	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
1-1-2023 15:26:52.733	3	Normal	Goed	Huidige Data	Valid	None
1-1-2023 15:26:51.033	1	Normal	Goed	Huidige Data	Valid	None
1-1-2023 15:26:45.933	3	Normal	Goed	Huidige Data	Valid	None
1-1-2023 15:25:20.233	1	Normal	Goed	Huidige Data	Valid	None
1-1-2023 15:24:38.633	3	Normal	Goed	Huidige Data	Valid	None
1-1-2023 15:17:39.283	1	Normal	Goed	Huidige Data	Valid	None
1-1-2023 15:17:13.033	3	Normal	Goed	Huidige Data	Valid	None
1-1-2023 15:13:28.483	1	Normal	Goed	Huidige Data	Valid	None
1-1-2023 13:25:02.518	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
1-1-2023 3:21:35.418	3	Normal	Goed	Huidige Data	Valid	None
1-1-2023 1:25:02.354	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
31-12-2022 19:09:17.216	1	Normal	Goed	Huidige Data	Valid	None
31-12-2022 19:08:52.366	33	Normal	Goed	Huidige Data	Valid	None
31-12-2022 16:17:20.816	1	Normal	Goed	Huidige Data	Valid	None
31-12-2022 13:40:44.893	0	Normal	Goed	Huidige Data	Valid	None
31-12-2022 13:40:29.892	1	Normal	Goed	Huidige Data	Valid	None
31-12-2022 13:40:27.042	0	Normal	Goed	Huidige Data	Valid	None
31-12-2022 13:25:03.342	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
31-12-2022 13:23:38.242	1	Normal	Goed	Huidige Data	Valid	None
31-12-2022 12:07:16.256	0	Normal	Goed	Huidige Data	Valid	None
31-12-2022 12:05:29.556	2	Normal	Goed	Huidige Data	Valid	None
31-12-2022 12:05:15.156	3	Normal	Goed	Huidige Data	Valid	None
31-12-2022 12:05:12.956	2	Normal	Goed	Huidige Data	Valid	None
27-12-2022 6:53:49.178	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
27-12-2022 6:45:58.108	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
7-12-2022 1:25:02.618	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
6-12-2022 14:48:36.800	3	Normal	Goed	Huidige Data	Valid	None
6-12-2022 1:25:02.714	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
5-12-2022 15:11:06.268	3	Normal	Goed	Huidige Data	Valid	None
5-12-2022 15:11:02.218	2	Normal	Goed	Huidige Data	Valid	None
5-12-2022 15:10:27.568	34	Normal	Goed	Huidige Data	Valid	None
5-12-2022 15:10:21.818	2	Normal	Goed	Huidige Data	Valid	None
5-12-2022 15:10:16.168	34	Normal	Goed	Huidige Data	Valid	None
5-12-2022 15:09:28.218	2	Normal	Goed	Huidige Data	Valid	None
5-12-2022 15:09:20.918	34	Normal	Goed	Huidige Data	Valid	None
5-12-2022 13:25:02.562	2	Normal	Goed	Huidige Data	Valid; Time Substituted	None
5-12-2022 6:52:28.050	2	Normal	Goed	Huidige Data	Valid	None
25-11-2022 15:58:35.594	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
11-11-2022 1:25:02.226	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
10-11-2022 16:43:34.690	3	Normal	Goed	Huidige Data	Valid	None
10-11-2022 16:43:01.690	1	Normal	Goed	Huidige Data	Valid	None
10-11-2022 15:16:15.440	3	Normal	Goed	Huidige Data	Valid	None
10-11-2022 15:16:15.390	3	Normal	Goed	Huidige Data	Valid	None
8-11-2022 21:56:05.394	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
8-11-2022 21:36:05.387	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
8-11-2022 14:30:22.963	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
2-11-2022 1:25:02.352	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
1-11-2022 14:16:47.950	3	Normal	Goed	Huidige Data	Valid	None
31-10-2022 13:25:02.323	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
31-10-2022 11:29:02.314	3	Normal	Goed	Huidige Data	Valid	None
31-10-2022 11:19:05.014	0	Normal	Goed	Huidige Data	Valid	None
31-10-2022 10:31:59.714	3	Normal	Goed	Huidige Data	Valid	None
31-10-2022 10:31:32.714	1	Normal	Goed	Huidige Data	Valid	None
31-10-2022 10:30:37.514	3	Normal	Goed	Huidige Data	Valid	None
31-10-2022 10:30:28.514	1	Normal	Goed	Huidige Data	Valid	None
31-10-2022 10:19:17.514	3	Normal	Goed	Huidige Data	Valid	None
31-10-2022 10:18:29.565	1	Normal	Goed	Huidige Data	Valid	None
26-10-2022 15:27:35.718	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
26-10-2022 15:06:28.154	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
26-10-2022 14:02:56.838	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
26-10-2022 13:56:03.017	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
25-10-2022 14:25:04.739	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
25-10-2022 10:29:37.715	3	Normal	Goed	Huidige Data	Valid	None
25-10-2022 10:29:37.615	3	Normal	Goed	Huidige Data	Valid	None
14-10-2022 20:20:45.116	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
12-10-2022 13:07:00.962	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
12-10-2022 11:04:31.923	3	Normal	Goed	Huidige Data	Valid	None
12-10-2022 8:59:16.523	2	Normal	Goed	Huidige Data	Valid	None
11-10-2022 14:25:06.606	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
11-10-2022 14:00:19.062	3	Normal	Goed	Huidige Data	Valid	None
11-10-2022 13:58:53.962	1	Normal	Goed	Huidige Data	Valid	None
11-10-2022 13:56:32.862	0	Normal	Goed	Huidige Data	Valid	None
11-10-2022 13:55:33.162	32	Normal	Goed	Huidige Data	Valid	None
11-10-2022 13:52:16.563	0	Normal	Goed	Huidige Data	Valid	None
11-10-2022 13:40:29.962	1	Normal	Goed	Huidige Data	Valid	None
11-10-2022 13:36:26.462	3	Normal	Goed	Huidige Data	Valid	None
11-10-2022 13:18:08.962	2	Normal	Goed	Huidige Data	Valid	None
6-10-2022 11:32:56.526	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
6-10-2022 11:07:21.526	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
6-10-2022 2:25:04.808	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
5-10-2022 15:06:45.924	3	Normal	Goed	Huidige Data	Valid	None
5-10-2022 15:04:35.923	1	Normal	Goed	Huidige Data	Valid	None
5-10-2022 14:59:45.923	3	Normal	Goed	Huidige Data	Valid	None
5-10-2022 14:57:03.923	1	Normal	Goed	Huidige Data	Valid	None
5-10-2022 14:25:04.480	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
5-10-2022 13:51:07.673	3	Normal	Goed	Huidige Data	Valid	None
5-10-2022 13:51:01.373	35	Normal	Goed	Huidige Data	Valid	None
5-10-2022 2:25:04.856	3	Normal	Goed	Huidige Data	Valid; Time Substituted	None
4-10-2022 16:02:06.708	3	Normal	Goed	Huidige Data	Valid	None
4-10-2022 15:58:57.708	1	Normal	Goed	Huidige Data	Valid	None
4-10-2022 15:58:57.608	0	Normal	Goed	Huidige Data	Valid	None
4-10-2022 15:56:42.008	1	Normal	Goed	Huidige Data	Valid	None
4-10-2022 15:56:41.908	0	Normal	Goed	Huidige Data	Valid	None
4-10-2022 15:42:11.708	1	Normal	Goed	Huidige Data	Valid	None
4-10-2022 15:27:16.708	3	Normal	Goed	Huidige Data	Valid	None
4-10-2022 15:23:03.693	1	Normal	Goed	Huidige Data	Valid; Time Substituted	None
